ID do Cliente,Idade,Sexo,Item Vendido,Categoria,Valor da Venda (USD),Localizacao,Tamanho,Cor,Temporada,Avaliacao,Assinatura,Envio,Desconto,Codigo Promocional,Vendas Anteriores,Forma de Pagamento,Frequencia de Vendas
181,51,Homem,Sandalhas,Calcados,81,South Dakota,G,Verde,Outono,33,Sim,Retirado na loja,Sim,Sim,12,Em dinheiro,Quinzenalmente
182,32,Homem,Calcas,Roupas,61,Massachusetts,M,Bege,Verao,47,Sim,Next Day Air,Sim,Sim,4,PIX,Semanalmente
183,38,Homem,Gloves,Acessorios,96,Alabama,XG,Roxo,Verao,28,Sim,Retirado na loja,Sim,Sim,10,PIX,Anualmente
184,58,Homem,Saia,Roupas,29,Ohio,XG,Bege,Primavera,36,Sim,Frete em 2 dias,Sim,Sim,26,Transferencia bancaria,Semanalmente
185,32,Homem,Tenis,Calcados,33,Hawaii,G,Ciano,Primavera,30,Sim,Expresso,Sim,Sim,40,Em dinheiro,Quinzenalmente
186,46,Homem,T-shirt,Roupas,32,Wisconsin,XG,Prateado,Verao,45,Sim,Retirado na loja,Sim,Sim,34,Transferencia bancaria,Quinzenalmente
187,39,Homem,Mochila,Acessorios,56,Minnesota,P,Lavanda,Verao,29,Sim,Standard,Sim,Sim,31,Cartao de Debito,Anualmente
188,19,Homem,Sapatos,Calcados,94,Georgia,P,Roxo,Primavera,33,Sim,Retirado na loja,Sim,Sim,1,Cartao de Credito,Quinzenalmente
189,50,Homem,Moletom,Roupas,53,Arkansas,M,Rosa,Primavera,31,Sim,Expresso,Sim,Sim,5,Cartao de Credito,Quinzenalmente
190,36,Homem,Blusa,Roupas,82,West Virginia,M,Marrom,Outono,44,Sim,Next Day Air,Sim,Sim,4,PIX,Semanalmente
191,65,Homem,Casaco,Agasalhos,70,Indiana,XG,Bege,Outono,30,Sim,Free Shipping,Sim,Sim,48,PIX,Trimestralmente
192,64,Homem,Chapeu,Acessorios,76,Utah,M,Cinza,Outono,39,Sim,Free Shipping,Sim,Sim,29,Cartao de Credito,A cada 3 meses
193,46,Homem,Sapatos,Calcados,29,Nebraska,G,Turquesa,Verao,29,Sim,Expresso,Sim,Sim,12,PIX,Quinzenalmente
194,36,Homem,Cinto,Acessorios,100,North Dakota,P,Prateado,Outono,30,Sim,Standard,Sim,Sim,29,PayPal,Anualmente
195,51,Homem,Mochila,Acessorios,94,Missouri,M,Oliva,Primavera,31,Sim,Expresso,Sim,Sim,15,PIX,Trimestralmente
196,51,Homem,Jaqueta,Agasalhos,25,New York,M,Magenta,Outono,43,Sim,Free Shipping,Sim,Sim,34,Cartao de Credito,Mensalmente
197,38,Homem,Botas,Calcados,88,Washington,M,Lavanda,Verao,39,Sim,Next Day Air,Sim,Sim,41,Em dinheiro,Quinzenalmente
198,59,Homem,Cachecol,Acessorios,78,South Carolina,M,Preto,Outono,32,Sim,Frete em 2 dias,Sim,Sim,41,Cartao de Debito,Mensalmente
199,57,Homem,Joias,Acessorios,45,Utah,M,Turquesa,Inverno,48,Sim,Standard,Sim,Sim,39,Em dinheiro,Quinzenalmente
200,54,Homem,Chapeu,Acessorios,73,Idaho,XG,Verde,Verao,38,Sim,Expresso,Sim,Sim,32,Cartao de Debito,Semanalmente
201,25,Homem,Vestido,Roupas,61,Pennsylvania,P,Verde-azulado,Verao,33,Sim,Next Day Air,Sim,Sim,29,PayPal,Mensalmente
202,69,Homem,Blusa,Roupas,22,Missouri,P,Bege,Outono,43,Sim,Free Shipping,Sim,Sim,15,Transferencia bancaria,Anualmente
203,57,Homem,Chapeu,Acessorios,38,Nebraska,G,Magenta,Primavera,27,Sim,Expresso,Sim,Sim,33,Transferencia bancaria,Anualmente
204,70,Homem,Cachecol,Acessorios,38,Indiana,P,Amarelo,Outono,32,Sim,Next Day Air,Sim,Sim,18,PayPal,Semanalmente
205,24,Homem,Tenis,Calcados,100,Arizona,M,Amarelo,Outono,40,Sim,Retirado na loja,Sim,Sim,35,PayPal,Quinzenalmente
206,67,Homem,Shirt,Roupas,64,Hawaii,M,Prateado,Inverno,30,Sim,Standard,Sim,Sim,25,Transferencia bancaria,Semanalmente
207,24,Homem,T-shirt,Roupas,55,Wisconsin,G,Prateado,Verao,42,Sim,Free Shipping,Sim,Sim,6,PIX,Quinzenalmente
208,62,Homem,Gloves,Acessorios,91,Rhode Island,M,Prateado,Verao,29,Sim,Expresso,Sim,Sim,17,PIX,Quinzenalmente
209,57,Homem,Saia,Roupas,38,Wisconsin,M,Gold,Primavera,41,Sim,Retirado na loja,Sim,Sim,17,Em dinheiro,Mensalmente
210,55,Homem,Sandalhas,Calcados,97,Minnesota,P,Oliva,Inverno,32,Sim,Retirado na loja,Sim,Sim,44,Transferencia bancaria,A cada 3 meses
211,45,Homem,Jaqueta,Agasalhos,22,Vermont,G,Verde-azulado,Outono,30,Sim,Frete em 2 dias,Sim,Sim,6,PIX,Quinzenalmente
212,69,Homem,Saia,Roupas,92,South Dakota,G,Marrom,Outono,42,Sim,Frete em 2 dias,Sim,Sim,45,PIX,Quinzenalmente
213,67,Homem,Bolsa,Acessorios,84,Virginia,G,Azul,Outono,42,Sim,Expresso,Sim,Sim,7,PIX,Anualmente
214,30,Homem,Bolsa,Acessorios,93,Nevada,G,Pessego,Outono,44,Sim,Retirado na loja,Sim,Sim,11,Em dinheiro,A cada 3 meses
215,24,Homem,Jaqueta,Agasalhos,50,Hawaii,G,Azul,Verao,42,Sim,Next Day Air,Sim,Sim,41,Em dinheiro,A cada 3 meses
216,62,Homem,Cachecol,Acessorios,64,New Jersey,P,Laranja,Primavera,28,Sim,Frete em 2 dias,Sim,Sim,24,Transferencia bancaria,Quinzenalmente
217,43,Homem,Shorts,Roupas,61,Massachusetts,G,Amarelo,Primavera,37,Sim,Free Shipping,Sim,Sim,21,Em dinheiro,Semanalmente
218,35,Homem,Oculos de sol,Acessorios,48,Oklahoma,M,Roxo,Inverno,35,Sim,Next Day Air,Sim,Sim,24,PIX,Anualmente
219,28,Homem,T-shirt,Roupas,45,California,P,Magenta,Primavera,29,Sim,Retirado na loja,Sim,Sim,8,Cartao de Credito,Trimestralmente
220,32,Homem,Cinto,Acessorios,88,Nevada,M,Ciano,Primavera,30,Sim,Free Shipping,Sim,Sim,12,PIX,Quinzenalmente
221,39,Homem,Tenis,Calcados,57,Arizona,P,Indigo,Primavera,37,Sim,Expresso,Sim,Sim,48,Cartao de Debito,Quinzenalmente
222,28,Homem,Chapeu,Acessorios,68,North Carolina,XG,Magenta,Verao,44,Sim,Retirado na loja,Sim,Sim,6,Cartao de Debito,Trimestralmente
223,47,Homem,Gloves,Acessorios,94,New York,XG,Cinza,Primavera,45,Sim,Frete em 2 dias,Sim,Sim,14,PIX,Quinzenalmente
224,20,Homem,Calcas,Roupas,41,Wyoming,M,Turquesa,Primavera,48,Sim,Free Shipping,Sim,Sim,34,PIX,Anualmente
225,63,Homem,Socks,Roupas,83,South Dakota,P,Bege,Verao,29,Sim,Free Shipping,Sim,Sim,12,PayPal,A cada 3 meses
226,25,Homem,Jaqueta,Agasalhos,22,Arkansas,M,Oliva,Primavera,32,Sim,Next Day Air,Sim,Sim,11,Cartao de Debito,Anualmente
227,29,Homem,Sapatos,Calcados,74,Texas,G,Violeta,Primavera,33,Sim,Free Shipping,Sim,Sim,5,Em dinheiro,Mensalmente
228,50,Homem,Jeans,Roupas,90,Rhode Island,M,Turquesa,Inverno,42,Sim,Standard,Sim,Sim,25,PIX,Quinzenalmente
229,18,Homem,Socks,Roupas,79,New Hampshire,M,Branco,Primavera,29,Sim,Retirado na loja,Sim,Sim,11,Cartao de Credito,Anualmente
230,70,Homem,Sandalhas,Calcados,28,Ohio,P,Prateado,Primavera,46,Sim,Next Day Air,Sim,Sim,27,Em dinheiro,A cada 3 meses
231,66,Homem,Cachecol,Acessorios,88,Utah,G,Oliva,Outono,41,Sim,Standard,Sim,Sim,43,PIX,Anualmente
232,28,Homem,Blusa,Roupas,26,Tennessee,M,Azul,Primavera,31,Sim,Frete em 2 dias,Sim,Sim,18,Transferencia bancaria,A cada 3 meses
233,54,Homem,Joias,Acessorios,27,Hawaii,G,Roxo,Inverno,42,Sim,Expresso,Sim,Sim,32,Transferencia bancaria,Quinzenalmente
234,19,Homem,Sueter,Roupas,83,Arizona,XG,Amarelo,Outono,45,Sim,Next Day Air,Sim,Sim,27,PayPal,A cada 3 meses
235,20,Homem,Gloves,Acessorios,39,South Dakota,P,Prateado,Verao,37,Sim,Next Day Air,Sim,Sim,24,PayPal,Semanalmente
236,43,Homem,Oculos de sol,Acessorios,89,New Jersey,M,Ciano,Inverno,37,Sim,Free Shipping,Sim,Sim,31,Em dinheiro,Trimestralmente
237,38,Homem,Casaco,Agasalhos,68,North Dakota,G,Verde,Inverno,34,Sim,Next Day Air,Sim,Sim,39,Cartao de Debito,Quinzenalmente
238,50,Homem,Vestido,Roupas,90,Iowa,M,Bege,Verao,30,Sim,Retirado na loja,Sim,Sim,36,PIX,Quinzenalmente
239,64,Homem,Saia,Roupas,34,Ohio,M,Pessego,Outono,42,Sim,Free Shipping,Sim,Sim,5,Cartao de Debito,Anualmente
240,49,Homem,Calcas,Roupas,51,Vermont,G,Amarelo,Verao,29,Sim,Expresso,Sim,Sim,47,PayPal,Quinzenalmente
241,47,Homem,Sueter,Roupas,45,Montana,XG,Turquesa,Inverno,35,Sim,Free Shipping,Sim,Sim,29,Cartao de Credito,Quinzenalmente
242,36,Homem,Moletom,Roupas,88,Delaware,M,Pessego,Inverno,41,Sim,Free Shipping,Sim,Sim,43,PayPal,Quinzenalmente
243,55,Homem,Casaco,Agasalhos,85,New York,G,Cinza,Verao,43,Sim,Retirado na loja,Sim,Sim,40,Cartao de Credito,A cada 3 meses
244,25,Homem,Joias,Acessorios,100,Kentucky,M,Oliva,Inverno,28,Sim,Frete em 2 dias,Sim,Sim,4,Cartao de Credito,Mensalmente
245,53,Homem,Cinto,Acessorios,42,Oregon,P,Indigo,Primavera,49,Sim,Frete em 2 dias,Sim,Sim,39,Cartao de Debito,Semanalmente
246,49,Homem,Sandalhas,Calcados,53,Rhode Island,G,Carvao,Verao,33,Sim,Next Day Air,Sim,Sim,45,Em dinheiro,Quinzenalmente
247,35,Homem,Oculos de sol,Acessorios,86,Nevada,XG,Bege,Primavera,32,Sim,Expresso,Sim,Sim,20,Cartao de Credito,Quinzenalmente
248,29,Homem,Sueter,Roupas,66,Montana,XG,Marrom,Primavera,44,Sim,Standard,Sim,Sim,14,Cartao de Credito,Semanalmente
249,47,Homem,Cinto,Acessorios,100,Pennsylvania,M,Azul,Inverno,48,Sim,Expresso,Sim,Sim,33,PIX,Semanalmente
250,53,Homem,Bolsa,Acessorios,47,Alaska,P,Verde-azulado,Outono,42,Sim,Standard,Sim,Sim,18,Em dinheiro,Anualmente
251,33,Homem,Saia,Roupas,25,Mississippi,G,Preto,Outono,40,Sim,Expresso,Sim,Sim,9,Cartao de Debito,Semanalmente
252,21,Homem,Bolsa,Acessorios,51,Wyoming,XG,Gold,Inverno,25,Sim,Standard,Sim,Sim,34,PayPal,Anualmente
253,32,Homem,Shorts,Roupas,41,Delaware,M,Violeta,Verao,39,Sim,Free Shipping,Sim,Sim,33,Em dinheiro,Quinzenalmente
254,52,Homem,Botas,Calcados,73,Oklahoma,G,Ciano,Inverno,49,Sim,Frete em 2 dias,Sim,Sim,15,PayPal,Quinzenalmente
255,67,Homem,Oculos de sol,Acessorios,42,Indiana,M,Branco,Inverno,35,Sim,Retirado na loja,Sim,Sim,4,Cartao de Credito,Quinzenalmente
256,43,Homem,Cachecol,Acessorios,20,Maryland,M,Carvao,Primavera,42,Sim,Free Shipping,Sim,Sim,25,Cartao de Debito,Anualmente
257,58,Homem,Joias,Acessorios,30,South Dakota,XG,Violeta,Primavera,47,Sim,Expresso,Sim,Sim,20,PIX,A cada 3 meses
258,20,Homem,Bolsa,Acessorios,53,West Virginia,M,Vermelho,Verao,45,Sim,Expresso,Sim,Sim,5,PayPal,Trimestralmente
259,61,Homem,Gloves,Acessorios,74,Alabama,P,Lavanda,Primavera,28,Sim,Expresso,Sim,Sim,16,PIX,Trimestralmente
260,32,Homem,Jeans,Roupas,57,Louisiana,M,Gold,Outono,29,Sim,Standard,Sim,Sim,13,Cartao de Credito,Anualmente
261,38,Homem,Chapeu,Acessorios,57,Montana,P,Vermelho,Inverno,32,Sim,Frete em 2 dias,Sim,Sim,11,Transferencia bancaria,A cada 3 meses
262,21,Homem,Jeans,Roupas,77,California,G,Magenta,Inverno,49,Sim,Standard,Sim,Sim,21,Em dinheiro,Anualmente
263,37,Homem,Calcas,Roupas,40,Hawaii,M,Verde-azulado,Verao,37,Sim,Next Day Air,Sim,Sim,6,Em dinheiro,Anualmente
264,27,Homem,Shorts,Roupas,46,Iowa,M,Roxo,Verao,43,Sim,Retirado na loja,Sim,Sim,29,Cartao de Credito,Mensalmente
265,36,Homem,Calcas,Roupas,78,Colorado,P,Carvao,Outono,39,Sim,Retirado na loja,Sim,Sim,15,PIX,Anualmente
266,32,Homem,Mochila,Acessorios,59,Michigan,M,Cinza,Primavera,32,Sim,Frete em 2 dias,Sim,Sim,17,PIX,Quinzenalmente
267,51,Homem,Joias,Acessorios,75,Louisiana,G,Branco,Verao,31,Sim,Expresso,Sim,Sim,32,Em dinheiro,Semanalmente
268,64,Homem,Sueter,Roupas,54,Maryland,M,Oliva,Primavera,39,Sim,Frete em 2 dias,Sim,Sim,42,PIX,Anualmente
269,68,Homem,Sapatos,Calcados,42,Georgia,M,Carvao,Primavera,26,Sim,Retirado na loja,Sim,Sim,21,PIX,Mensalmente
270,68,Homem,Blusa,Roupas,44,Georgia,M,Carvao,Inverno,33,Sim,Next Day Air,Sim,Sim,9,PayPal,Quinzenalmente
271,33,Homem,Jeans,Roupas,52,North Dakota,XG,Laranja,Outono,46,Sim,Free Shipping,Sim,Sim,16,Cartao de Debito,Anualmente
272,65,Homem,Oculos de sol,Acessorios,69,Maryland,XG,Amarelo,Verao,46,Sim,Expresso,Sim,Sim,42,Cartao de Credito,Quinzenalmente
273,48,Homem,Joias,Acessorios,26,Oregon,M,Bege,Verao,44,Sim,Frete em 2 dias,Sim,Sim,37,PayPal,Quinzenalmente
274,69,Homem,Casaco,Agasalhos,33,North Dakota,P,Prateado,Primavera,42,Sim,Expresso,Sim,Sim,32,Em dinheiro,Trimestralmente
275,59,Homem,Joias,Acessorios,32,Maryland,M,Indigo,Primavera,30,Sim,Expresso,Sim,Sim,28,Cartao de Credito,Quinzenalmente
276,48,Homem,Mochila,Acessorios,85,Virginia,XG,Lavanda,Inverno,40,Sim,Expresso,Sim,Sim,13,Cartao de Debito,Semanalmente
277,25,Homem,Saia,Roupas,30,South Dakota,XG,Turquesa,Outono,35,Sim,Expresso,Sim,Sim,11,Cartao de Debito,Quinzenalmente
278,29,Homem,Shirt,Roupas,29,Georgia,M,Verde,Inverno,30,Sim,Retirado na loja,Sim,Sim,36,Cartao de Credito,Quinzenalmente
279,57,Homem,Sueter,Roupas,95,Hawaii,M,Laranja,Primavera,37,Sim,Expresso,Sim,Sim,23,Transferencia bancaria,Anualmente
280,23,Homem,Tenis,Calcados,69,Arkansas,G,Turquesa,Verao,40,Sim,Standard,Sim,Sim,37,Cartao de Credito,Mensalmente
281,45,Homem,Sandalhas,Calcados,69,Montana,P,Ciano,Outono,42,Sim,Frete em 2 dias,Sim,Sim,21,Cartao de Debito,Quinzenalmente
282,38,Homem,Cinto,Acessorios,61,Oklahoma,XG,Carvao,Primavera,25,Sim,Standard,Sim,Sim,22,Transferencia bancaria,Quinzenalmente
283,21,Homem,Saia,Roupas,94,Minnesota,M,Verde-azulado,Verao,30,Sim,Frete em 2 dias,Sim,Sim,9,Cartao de Debito,Mensalmente
284,32,Homem,Sueter,Roupas,30,Montana,P,Marrom,Outono,32,Sim,Next Day Air,Sim,Sim,16,Cartao de Debito,Anualmente
285,63,Homem,Saia,Roupas,45,Ohio,M,Vermelho,Verao,35,Sim,Standard,Sim,Sim,4,PayPal,Trimestralmente
286,29,Homem,Bolsa,Acessorios,39,Kentucky,XG,Amarelo,Verao,48,Sim,Expresso,Sim,Sim,3,Cartao de Credito,Quinzenalmente
287,27,Homem,Joias,Acessorios,51,Nebraska,G,Cinza,Verao,26,Sim,Retirado na loja,Sim,Sim,6,Em dinheiro,Anualmente
288,56,Homem,Cachecol,Acessorios,37,Delaware,G,Azul,Primavera,34,Sim,Frete em 2 dias,Sim,Sim,18,Em dinheiro,Quinzenalmente
289,30,Homem,T-shirt,Roupas,62,North Carolina,M,Lavanda,Inverno,37,Sim,Frete em 2 dias,Sim,Sim,34,Cartao de Credito,Quinzenalmente
290,49,Homem,Casaco,Agasalhos,85,New York,M,Amarelo,Outono,45,Sim,Frete em 2 dias,Sim,Sim,26,Cartao de Debito,Mensalmente
291,58,Homem,T-shirt,Roupas,33,Colorado,M,Indigo,Inverno,37,Sim,Standard,Sim,Sim,50,Transferencia bancaria,Semanalmente
292,57,Homem,Vestido,Roupas,26,Delaware,XG,Violeta,Outono,33,Sim,Next Day Air,Sim,Sim,40,Cartao de Credito,Mensalmente
293,60,Homem,Sapatos,Calcados,99,Utah,M,Verde,Primavera,47,Sim,Free Shipping,Sim,Sim,24,Cartao de Credito,Trimestralmente
294,69,Homem,Bolsa,Acessorios,39,Connecticut,M,Branco,Primavera,27,Sim,Expresso,Sim,Sim,33,PayPal,Anualmente
295,70,Homem,Saia,Roupas,20,New Jersey,M,Gold,Primavera,46,Sim,Retirado na loja,Sim,Sim,19,Em dinheiro,A cada 3 meses
296,53,Homem,Oculos de sol,Acessorios,42,West Virginia,M,Indigo,Inverno,27,Sim,Retirado na loja,Sim,Sim,24,PIX,Trimestralmente
297,25,Homem,Sandalhas,Calcados,74,Indiana,P,Lavanda,Primavera,48,Sim,Frete em 2 dias,Sim,Sim,19,PayPal,Semanalmente
298,48,Homem,Sapatos,Calcados,26,Delaware,XG,Roxo,Verao,44,Sim,Standard,Sim,Sim,4,Transferencia bancaria,Quinzenalmente
299,69,Homem,T-shirt,Roupas,53,Maryland,M,Lavanda,Inverno,40,Sim,Standard,Sim,Sim,11,Em dinheiro,A cada 3 meses
300,25,Homem,Tenis,Calcados,80,Pennsylvania,M,Marrom,Verao,32,Sim,Next Day Air,Sim,Sim,28,Cartao de Credito,Quinzenalmente
301,29,Homem,Chapeu,Acessorios,98,Iowa,M,Verde-azulado,Primavera,44,Sim,Retirado na loja,Sim,Sim,24,Em dinheiro,Semanalmente
302,46,Homem,Saia,Roupas,95,Pennsylvania,M,Verde,Primavera,38,Sim,Standard,Sim,Sim,25,Cartao de Debito,A cada 3 meses
303,37,Homem,Sueter,Roupas,44,Delaware,G,Oliva,Verao,36,Sim,Expresso,Sim,Sim,27,PIX,A cada 3 meses
304,20,Homem,Sandalhas,Calcados,60,Oregon,M,Turquesa,Verao,33,Sim,Next Day Air,Sim,Sim,49,Em dinheiro,Semanalmente
305,40,Homem,Vestido,Roupas,84,Oregon,M,Verde,Inverno,34,Sim,Next Day Air,Sim,Sim,45,PIX,Quinzenalmente
306,60,Homem,Sueter,Roupas,59,Utah,M,Verde-azulado,Outono,35,Sim,Frete em 2 dias,Sim,Sim,26,Cartao de Debito,Anualmente
307,26,Homem,Jaqueta,Agasalhos,49,North Dakota,P,Branco,Verao,36,Sim,Expresso,Sim,Sim,4,Cartao de Debito,Anualmente
308,29,Homem,Gloves,Acessorios,32,Florida,M,Laranja,Inverno,32,Sim,Free Shipping,Sim,Sim,3,Em dinheiro,A cada 3 meses
309,66,Homem,Bolsa,Acessorios,29,Maryland,M,Bege,Outono,37,Sim,Standard,Sim,Sim,45,Transferencia bancaria,Quinzenalmente
310,66,Homem,Vestido,Roupas,22,Minnesota,M,Amarelo,Primavera,45,Sim,Standard,Sim,Sim,21,Transferencia bancaria,Quinzenalmente
311,56,Homem,Calcas,Roupas,85,Montana,M,Carvao,Inverno,46,Sim,Standard,Sim,Sim,50,Cartao de Debito,Quinzenalmente
312,69,Homem,Jeans,Roupas,52,Rhode Island,G,Prateado,Inverno,41,Sim,Retirado na loja,Sim,Sim,19,Cartao de Debito,Mensalmente
313,38,Homem,Calcas,Roupas,89,Massachusetts,G,Verde,Primavera,34,Sim,Next Day Air,Sim,Sim,6,Transferencia bancaria,Anualmente
314,42,Homem,Vestido,Roupas,77,Vermont,M,Rosa,Primavera,37,Sim,Expresso,Sim,Sim,50,PayPal,A cada 3 meses
315,30,Homem,Calcas,Roupas,24,New Jersey,M,Roxo,Verao,33,Sim,Retirado na loja,Sim,Sim,17,PayPal,A cada 3 meses
316,66,Homem,Joias,Acessorios,24,Wisconsin,XG,Laranja,Primavera,45,Sim,Expresso,Sim,Sim,24,PIX,Anualmente
317,36,Homem,Bolsa,Acessorios,22,California,M,Carvao,Outono,33,Sim,Free Shipping,Sim,Sim,46,Transferencia bancaria,Mensalmente
318,58,Homem,Sueter,Roupas,82,West Virginia,G,Verde-azulado,Outono,43,Sim,Standard,Sim,Sim,42,Transferencia bancaria,A cada 3 meses
319,45,Homem,Mochila,Acessorios,67,South Dakota,M,Bege,Inverno,25,Sim,Standard,Sim,Sim,10,PayPal,Anualmente
320,47,Homem,Shorts,Roupas,74,Maine,XG,Branco,Primavera,26,Sim,Standard,Sim,Sim,1,PIX,A cada 3 meses
321,66,Homem,Joias,Acessorios,72,Kansas,G,Branco,Verao,49,Sim,Standard,Sim,Sim,28,PayPal,Trimestralmente
322,41,Homem,Tenis,Calcados,36,Vermont,G,Laranja,Verao,47,Sim,Free Shipping,Sim,Sim,48,Cartao de Credito,Trimestralmente
323,41,Homem,Cinto,Acessorios,95,Tennessee,P,Ciano,Inverno,30,Sim,Standard,Sim,Sim,47,Cartao de Credito,Mensalmente
324,66,Homem,Moletom,Roupas,78,Tennessee,M,Laranja,Inverno,35,Sim,Next Day Air,Sim,Sim,29,PIX,Quinzenalmente
325,37,Homem,Shirt,Roupas,82,Wyoming,M,Oliva,Verao,48,Sim,Standard,Sim,Sim,37,Cartao de Credito,Trimestralmente
326,70,Homem,Calcas,Roupas,70,Vermont,M,Carvao,Inverno,43,Sim,Free Shipping,Sim,Sim,38,Cartao de Debito,Anualmente
327,62,Homem,Cachecol,Acessorios,41,New Jersey,M,Branco,Outono,32,Sim,Retirado na loja,Sim,Sim,48,Em dinheiro,Semanalmente
328,61,Homem,Casaco,Agasalhos,42,Iowa,M,Verde-azulado,Verao,31,Sim,Free Shipping,Sim,Sim,36,PayPal,Semanalmente
329,48,Homem,Casaco,Agasalhos,50,Florida,M,Amarelo,Outono,28,Sim,Free Shipping,Sim,Sim,9,Cartao de Debito,Semanalmente
330,70,Homem,Socks,Roupas,31,Nevada,P,Branco,Verao,29,Sim,Frete em 2 dias,Sim,Sim,34,Cartao de Debito,Mensalmente
331,46,Homem,Sueter,Roupas,51,North Dakota,M,Bege,Inverno,37,Sim,Expresso,Sim,Sim,43,Transferencia bancaria,Quinzenalmente
332,31,Homem,Shirt,Roupas,98,Florida,G,Bege,Outono,33,Sim,Retirado na loja,Sim,Sim,46,Cartao de Credito,Trimestralmente
333,19,Homem,Shirt,Roupas,86,New York,M,Marrom,Inverno,28,Sim,Frete em 2 dias,Sim,Sim,5,Em dinheiro,Mensalmente
334,39,Homem,Sueter,Roupas,64,Alaska,M,Verde-azulado,Inverno,45,Sim,Standard,Sim,Sim,15,Em dinheiro,Quinzenalmente
335,41,Homem,Blusa,Roupas,46,Kansas,M,Lavanda,Outono,26,Sim,Next Day Air,Sim,Sim,30,PayPal,Anualmente
336,20,Homem,Sueter,Roupas,85,Oregon,G,Marrom,Primavera,37,Sim,Standard,Sim,Sim,44,Em dinheiro,A cada 3 meses
337,36,Homem,Chapeu,Acessorios,81,Rhode Island,P,Laranja,Outono,44,Sim,Expresso,Sim,Sim,16,Cartao de Debito,Anualmente
338,32,Homem,Sueter,Roupas,59,New Mexico,M,Ciano,Inverno,43,Sim,Frete em 2 dias,Sim,Sim,16,Em dinheiro,Anualmente
339,69,Homem,Moletom,Roupas,79,Massachusetts,M,Prateado,Inverno,35,Sim,Expresso,Sim,Sim,16,PIX,Semanalmente
340,40,Homem,Shorts,Roupas,33,Pennsylvania,M,Verde-azulado,Primavera,38,Sim,Frete em 2 dias,Sim,Sim,21,Cartao de Credito,A cada 3 meses
341,40,Homem,Shorts,Roupas,47,New Jersey,G,Azul,Verao,35,Sim,Expresso,Sim,Sim,39,Em dinheiro,A cada 3 meses
342,20,Homem,Chapeu,Acessorios,20,Utah,P,Azul,Verao,46,Sim,Retirado na loja,Sim,Sim,40,Cartao de Credito,Quinzenalmente
343,64,Homem,Casaco,Agasalhos,36,Kentucky,M,Oliva,Primavera,26,Sim,Next Day Air,Sim,Sim,48,Transferencia bancaria,A cada 3 meses
344,27,Homem,Sandalhas,Calcados,39,Nebraska,M,Roxo,Verao,44,Sim,Next Day Air,Sim,Sim,26,Em dinheiro,Mensalmente
345,24,Homem,Saia,Roupas,71,Virginia,M,Carvao,Inverno,40,Sim,Standard,Sim,Sim,46,PayPal,Mensalmente
346,48,Homem,Sapatos,Calcados,59,Wyoming,P,Oliva,Inverno,44,Sim,Next Day Air,Sim,Sim,27,Em dinheiro,Anualmente
347,49,Homem,Jeans,Roupas,50,New Mexico,G,Violeta,Primavera,47,Sim,Next Day Air,Sim,Sim,5,Cartao de Credito,Semanalmente
348,36,Homem,Sandalhas,Calcados,41,Oregon,G,Vermelho,Outono,39,Sim,Retirado na loja,Sim,Sim,43,Cartao de Credito,Quinzenalmente
349,56,Homem,Blusa,Roupas,59,South Carolina,M,Bege,Outono,27,Sim,Free Shipping,Sim,Sim,17,Transferencia bancaria,Quinzenalmente
350,37,Homem,Chapeu,Acessorios,87,Arizona,M,Verde,Inverno,37,Sim,Frete em 2 dias,Sim,Sim,3,Em dinheiro,Quinzenalmente
351,42,Homem,Sueter,Roupas,68,Kentucky,M,Violeta,Primavera,26,Sim,Frete em 2 dias,Sim,Sim,47,PIX,Quinzenalmente
352,28,Homem,Saia,Roupas,90,New York,M,Verde-azulado,Inverno,39,Sim,Standard,Sim,Sim,24,Em dinheiro,Quinzenalmente
353,27,Homem,Jeans,Roupas,71,Texas,XG,Amarelo,Outono,49,Sim,Next Day Air,Sim,Sim,12,PIX,A cada 3 meses
354,63,Homem,Tenis,Calcados,64,Missouri,G,Amarelo,Outono,41,Sim,Retirado na loja,Sim,Sim,35,Cartao de Credito,Mensalmente
355,58,Homem,Joias,Acessorios,76,Pennsylvania,P,Oliva,Outono,30,Sim,Free Shipping,Sim,Sim,42,PayPal,Semanalmente
356,37,Homem,Joias,Acessorios,42,Oregon,XG,Magenta,Outono,41,Sim,Frete em 2 dias,Sim,Sim,1,Cartao de Credito,A cada 3 meses
357,56,Homem,Calcas,Roupas,80,Nevada,G,Preto,Primavera,38,Sim,Standard,Sim,Sim,27,Cartao de Debito,Semanalmente
358,18,Homem,Cinto,Acessorios,56,Arkansas,M,Oliva,Primavera,40,Sim,Standard,Sim,Sim,16,Transferencia bancaria,Quinzenalmente
359,48,Homem,Chapeu,Acessorios,25,Minnesota,XG,Magenta,Verao,36,Sim,Expresso,Sim,Sim,36,Cartao de Debito,A cada 3 meses
360,31,Homem,Tenis,Calcados,74,Georgia,M,Oliva,Inverno,30,Sim,Retirado na loja,Sim,Sim,30,Cartao de Debito,A cada 3 meses
361,51,Homem,Calcas,Roupas,30,Rhode Island,M,Verde-azulado,Verao,30,Sim,Standard,Sim,Sim,18,Transferencia bancaria,Quinzenalmente
362,65,Homem,T-shirt,Roupas,96,Nevada,M,Branco,Primavera,26,Sim,Free Shipping,Sim,Sim,45,Transferencia bancaria,Anualmente
